domain,name,is_tracker_ep,is_tracker_ocd,is_tracker,flagged_by,party_type,session,lifetime_days
sarkariresult_com_cm,IZCID,True,False,True,EasyPrivacy,third_party,False,0
twilio_com,demdex,True,False,True,EasyPrivacy,third_party,False,0
twilio_com,dpm,True,False,True,EasyPrivacy,third_party,False,0
twilio_com,cg_uuid,True,False,True,EasyPrivacy,third_party,False,0
turbo_az,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
turbo_az,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
turbo_az,sync_cookie_ok,True,False,True,EasyPrivacy,third_party,False,0
testbook_com,AWSALBCORS,True,False,True,EasyPrivacy,third_party,False,0
testbook_com,WebKlipperAuth,True,False,True,EasyPrivacy,third_party,False,0
testbook_com,_we_rf,True,False,True,EasyPrivacy,third_party,False,0
moloco_com,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
moloco_com,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
wpguardian_io,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
alidns_com,cna,True,False,True,EasyPrivacy,third_party,False,0
alidns_com,sca,True,False,True,EasyPrivacy,third_party,True,0
alidns_com,cna,True,False,True,EasyPrivacy,third_party,False,0
alidns_com,atpsida,True,False,True,EasyPrivacy,third_party,True,0
onesignal_com,_BUID,True,False,True,EasyPrivacy,third_party,False,0
onesignal_com,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
onesignal_com,_cfuvid,True,False,True,EasyPrivacy,third_party,True,0
jwplayer_com,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
jwplayer_com,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
terra_com_br,trk,True,False,True,EasyPrivacy,third_party,False,0
terra_com_br,_ssc,True,False,True,EasyPrivacy,third_party,False,0
terra_com_br,u,True,False,True,EasyPrivacy,third_party,False,0
terra_com_br,ttbprf,True,False,True,EasyPrivacy,third_party,False,0
terra_com_br,ttc,True,False,True,EasyPrivacy,third_party,False,0
terra_com_br,ttnprf,True,False,True,EasyPrivacy,third_party,False,0
terra_com_br,ttca,True,False,True,EasyPrivacy,third_party,False,0
terra_com_br,n,True,False,True,EasyPrivacy,third_party,False,0
terra_com_br,uid,True,False,True,EasyPrivacy,third_party,False,0
ilfattoquotidiano_it,IMRID,True,False,True,EasyPrivacy,third_party,False,0
ipinfo_io,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
ipinfo_io,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
jino_ru,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
jino_ru,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
jino_ru,sync_cookie_ok,True,False,True,EasyPrivacy,third_party,False,0
euronews_com,demdex,True,False,True,EasyPrivacy,third_party,False,0
euronews_com,dpm,True,False,True,EasyPrivacy,third_party,False,0
euronews_com,dextp,True,False,True,EasyPrivacy,third_party,False,0
euronews_com,ASP.NET_SessionId,True,False,True,EasyPrivacy,third_party,True,0
bitdefender_com,demdex,True,False,True,EasyPrivacy,third_party,False,0
bitdefender_com,_BUID,True,False,True,EasyPrivacy,third_party,False,0
bitdefender_com,tuuid,True,False,True,EasyPrivacy,third_party,False,0
bitdefender_com,tuuid_lu,True,False,True,EasyPrivacy,third_party,False,0
bidmachine_io,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
bidmachine_io,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
mparticle_com,OptanonConsent,True,False,True,EasyPrivacy,first_party,False,0
instructure_com,tuuid,True,False,True,EasyPrivacy,third_party,False,0
instructure_com,tuuid_lu,True,False,True,EasyPrivacy,third_party,False,0
instructure_com,tt,True,False,True,EasyPrivacy,third_party,False,0
outbrain_com,OptanonConsent,True,False,True,EasyPrivacy,first_party,False,0
netkeiba_com,uid,True,False,True,EasyPrivacy,third_party,False,0
media_net,_twpid,True,False,True,EasyPrivacy,first_party,False,0
media_net,_uetsid,True,False,True,EasyPrivacy,first_party,False,0
media_net,_uetvid,True,False,True,EasyPrivacy,first_party,False,0
media_net,_fbp,True,False,True,EasyPrivacy,first_party,False,0
media_net,_gat_UA-22554797-6,True,False,True,EasyPrivacy,first_party,False,0
media_net,_gcl_au,True,False,True,EasyPrivacy,first_party,False,0
media_net,_ga_3XKS6CS72C,True,False,True,EasyPrivacy,first_party,False,0
media_net,__cmpconsentx66271,True,False,True,EasyPrivacy,first_party,False,0
media_net,__cmpcccx66271,True,False,True,EasyPrivacy,first_party,False,0
sexvid_pro,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
sexvid_pro,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
sexvid_pro,sync_cookie_csrf_secondary,True,False,True,EasyPrivacy,third_party,False,0
sexvid_pro,sync_cookie_csrf_secondary,True,False,True,EasyPrivacy,third_party,False,0
sexvid_pro,sync_cookie_ok_secondary,True,False,True,EasyPrivacy,third_party,False,0
independent_co_uk,visid_incap_2975417,True,False,True,EasyPrivacy,third_party,False,0
independent_co_uk,nlbi_2975417,True,False,True,EasyPrivacy,third_party,True,0
independent_co_uk,incap_ses_537_2975417,True,False,True,EasyPrivacy,third_party,True,0
independent_co_uk,demdex,True,False,True,EasyPrivacy,third_party,False,0
independent_co_uk,dpm,True,False,True,EasyPrivacy,third_party,False,0
imgsmail_ru,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
imgsmail_ru,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
imgsmail_ru,sync_cookie_ok,True,False,True,EasyPrivacy,third_party,False,0
blic_rs,receive-cookie-deprecation,True,False,True,EasyPrivacy,third_party,False,0
blic_rs,Gtest,True,False,True,EasyPrivacy,third_party,False,0
blic_rs,Gdynp,True,False,True,EasyPrivacy,third_party,False,0
blic_rs,gckp,True,False,True,EasyPrivacy,third_party,False,0
blic_rs,ea_uuid,True,False,True,EasyPrivacy,third_party,False,0
blic_rs,acc_segment,True,False,True,EasyPrivacy,third_party,False,0
blic_rs,acc_segment_ts,True,False,True,EasyPrivacy,third_party,False,0
businessinsider_com,ccuid,True,False,True,EasyPrivacy,third_party,False,0
kaspersky_com,uid,True,False,True,EasyPrivacy,third_party,False,0
kaspersky_com,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
kaspersky_com,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
infobae_com,sui_3pc,True,False,True,EasyPrivacy,third_party,False,0
like_video,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
like_video,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
like_video,sync_cookie_csrf_secondary,True,False,True,EasyPrivacy,third_party,False,0
like_video,sync_cookie_csrf_secondary,True,False,True,EasyPrivacy,third_party,False,0
like_video,sync_cookie_ok_secondary,True,False,True,EasyPrivacy,third_party,False,0
dyndns_org,io_token_7c6a6574-f011-4c9a-abdd-9894a102ccef,True,False,True,EasyPrivacy,third_party,False,0
dyndns_org,demdex,True,False,True,EasyPrivacy,third_party,False,0
soundcloud_com,sc_tracking_anonymous_id,True,False,True,EasyPrivacy,first_party,False,0
soundcloud_com,sc_theme,True,False,True,EasyPrivacy,first_party,False,0
soundcloud_com,OptanonConsent,True,False,True,EasyPrivacy,first_party,False,0
soundcloud_com,cw-test-00000000_htlbid-tude_0_100,True,False,True,EasyPrivacy,first_party,False,0
soundcloud_com,cw-test-20250908_bcss_50_50,True,False,True,EasyPrivacy,first_party,False,0
soundcloud_com,cw-test-20251027_triplelift-test_10_90,True,False,True,EasyPrivacy,first_party,False,0
soundcloud_com,cw-test-20250425_refresh-viewable-test_30_70,True,False,True,EasyPrivacy,first_party,False,0
soundcloud_com,datadome,True,False,True,EasyPrivacy,first_party,False,0
parklogic_com,PHPSESSID,True,False,True,EasyPrivacy,first_party,False,0
parklogic_com,uidinfer,True,False,True,EasyPrivacy,first_party,False,0
fontawesome_com,m,True,False,True,EasyPrivacy,third_party,False,0
prom_ua,uid,True,False,True,EasyPrivacy,third_party,False,0
gumgum_com,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
gumgum_com,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
adroll_com,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
amazon_com_au,tuuid,True,False,True,EasyPrivacy,third_party,False,0
amazon_com_au,c,True,False,True,EasyPrivacy,third_party,False,0
amazon_com_au,tuuid_lu,True,False,True,EasyPrivacy,third_party,False,0
amazon_com_au,zc,True,False,True,EasyPrivacy,third_party,False,0
amazon_com_au,demdex,True,False,True,EasyPrivacy,third_party,False,0
amazon_com_au,dpm,True,False,True,EasyPrivacy,third_party,False,0
amazon_com_au,SEUNCY,True,False,True,EasyPrivacy,third_party,False,0
gdz_ru,aid,True,False,True,EasyPrivacy,third_party,False,0
gdz_ru,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
gdz_ru,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
gdz_ru,sync_cookie_ok,True,False,True,EasyPrivacy,third_party,False,0
gdz_ru,tuuid,True,False,True,EasyPrivacy,third_party,False,0
gdz_ru,c,True,False,True,EasyPrivacy,third_party,False,0
gdz_ru,tuuid_lu,True,False,True,EasyPrivacy,third_party,False,0
gdz_ru,rap_uid,True,False,True,EasyPrivacy,third_party,False,0
gdz_ru,rxt_pxids_0,True,False,True,EasyPrivacy,third_party,False,0
gdz_ru,cSyncDp14v4,True,False,True,EasyPrivacy,third_party,False,0
gdz_ru,uid,True,False,True,EasyPrivacy,third_party,False,0
gdz_ru,nid,True,False,True,EasyPrivacy,third_party,False,0
docker_io,demdex,True,False,True,EasyPrivacy,third_party,False,0
docker_io,dpm,True,False,True,EasyPrivacy,third_party,False,0
consultant_ru,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
