rank,domain,health_score,initial_list_row
823,f45training.com,0.906,73664
824,4life.com,0.906,104340
825,scriptpro.com,0.906,116944
826,lumosity.com,0.905,17565
827,mhs.com,0.905,114080
828,thesleepcompany.in,0.904,75976
829,drdoctor.co.uk,0.904,77450
830,optos.com,0.904,80408
831,napper.app,0.904,97109
832,naturaltein.in,0.904,104967
833,clinicalgenome.org,0.904,119859
834,tartecosmetics.com,0.903,41967
835,optumrx.com,0.903,64673
836,personality.co,0.903,71291
837,drsquatch.com,0.903,94355
838,michaeljfox.org,0.902,41050
839,stress.org,0.902,45397
840,aad.org,0.901,11014
841,withcherry.com,0.901,48281
842,modento.com,0.901,69410
843,modento.io,0.901,116363
844,fluoridealert.org,0.901,124825
845,aa.org,0.900,21066
846,evidation.com,0.900,23000
847,lifeline.org.au,0.900,48812
848,adopt.com,0.900,73429
849,ayuslab.com,0.900,91948
850,versanthealth.com,0.900,125510
851,drugstore.com,0.899,47033
852,goldsgym.com,0.899,107027
853,walgreens.com,0.898,2798
854,counselear.com,0.898,65555
855,treatwell.co.uk,0.898,74582
856,developgoodhabits.com,0.898,105274
857,bccdc.ca,0.898,109943
858,uthscsa.edu,0.897,28589
859,teamhealth.com,0.897,102949
860,bcmj.org,0.897,117297
861,womenshealthmag.com,0.896,5586
862,hatchbaby.com,0.896,29733
863,nuawoman.com,0.896,86936
864,mychasma.com,0.896,104961
865,thrivecausemetics.com,0.895,78609
866,nutrifactor.com.pk,0.895,78904
867,sleepopolis.com,0.895,96576
868,pih.org,0.895,97385
869,enneagraminstitute.com,0.895,111077
870,blood.ca,0.895,123384
871,barbend.com,0.894,56305
872,kci.go.kr,0.894,76634
873,papyrus-uk.org,0.894,101449
874,myersbriggs.org,0.893,89710
875,voxo.co,0.892,29790
876,vita4you.gr,0.892,62839
877,rcseng.ac.uk,0.892,76270
878,yazio.com,0.891,22238
879,biolifeplasma.com,0.891,67807
880,bavida.com,0.891,121191
881,healthplix.com,0.890,22302
882,nhsbsa.nhs.uk,0.890,39341
883,mmumullana.org,0.889,85391
884,therabody.com,0.889,107314
885,amboss.com,0.888,17927
886,mytherapist.com,0.888,53655
887,patientviewer.com,0.888,98787
888,marriage.com,0.887,39039
889,nikomu.com,0.887,93119
890,wachanga.app,0.886,68299
891,proteinatlas.org,0.886,76021
892,apprevork.com,0.886,85017
893,nct.org.uk,0.886,98593
894,wachanga.com,0.886,125250
895,appsdevlab.com,0.885,24799
896,bodygram.com,0.885,48673
897,startqubi.com,0.885,74988
898,cbdfx.com,0.885,102806
899,madmuscles.com,0.884,42713
900,pilates-k.jp,0.884,101942
901,mercy.net,0.883,27794
902,revolutionehr.com,0.883,42495
903,zoe.com,0.883,57342
904,boneandjoint.org.uk,0.883,108862
905,miteshkhatri.com,0.882,27018
906,onechartpatient.com,0.882,124629
907,connectiverx.com,0.881,30783
908,cancercenter.com,0.881,59316
909,uroweb.org,0.881,65367
910,philips.co.in,0.881,73363
911,thecalmzone.net,0.881,79737
912,emblemhealth.com,0.881,96642
913,csl.com,0.881,121827
914,clearcareonline.com,0.880,40690
915,sartorius.com,0.880,57477
916,guardianlife.com,0.880,61325
917,nethealth.com,0.880,79300
918,coveredca.com,0.879,60611
919,apollodiagnostics.in,0.879,81968
920,herculeshealth.co.nz,0.879,102323
921,molekule.com,0.879,118728
922,reneecosmetics.in,0.878,82727
923,umc.edu,0.877,49148
924,ncqa.org,0.877,100653
925,deltadentalins.com,0.876,43726
926,getfreed.ai,0.876,48764
927,aapd.org,0.876,63630
928,eatthismuch.com,0.875,67024
929,gethealthie.com,0.875,106589
930,fragrancenet.com,0.874,15824
931,autism.org.uk,0.874,33597
932,myfooddata.com,0.874,57053
933,drugpolicy.org,0.874,66394
934,enlyte.com,0.873,68421
935,unboundmedicine.com,0.873,68883
936,statnews.com,0.872,7082
937,medela.com,0.872,74240
938,jedfoundation.org,0.872,90306
939,dental-monitoring.com,0.872,95273
940,pathcarelabs.com,0.872,105012
941,illuminateed.com,0.870,1655
942,pharmerica.com,0.870,111245
943,incidecoder.com,0.869,50597
944,theordinary.com,0.868,40849
945,elpub.ru,0.868,54190
946,springhealth.com,0.868,64931
947,dynaceglobal.com,0.868,92282
948,sleepadvisor.org,0.868,111486
949,acumenmd.com,0.868,118716
950,octaneai.com,0.867,35136
951,cms.gov,0.866,4421
952,mindful.org,0.866,24583
953,flomattress.com,0.866,88040
954,ccmdd.org.za,0.866,101676
955,caregiver.org,0.865,56477
956,brookdale.com,0.865,105932
957,zandahealth.com,0.863,56103
958,bodylab24.de,0.863,96164
959,hevyapp.com,0.863,101797
960,microbenotes.com,0.863,112074
961,explodingtopics.com,0.862,14686
962,broadinstitute.org,0.862,30568
963,charmtracker.com,0.862,59801
964,pdr.net,0.862,100009
965,earthtimes.org,0.861,68099
966,pappyjoe.com,0.861,93212
967,clinicaltrials.gov,0.860,3744
968,eyemedvisioncare.com,0.860,10751
969,vitalant.org,0.860,49978
970,videahealth.io,0.860,100210
971,rectanglehealth.com,0.859,105296
972,pointclickcare.com,0.858,6013
973,seniorliving.org,0.858,76209
974,oaepublish.com,0.858,91474
975,mumsnet.com,0.857,6315
976,admissions.nic.in,0.857,12183
977,iq-test.cc,0.857,85352
978,e-majestic.com,0.857,108488
979,shopflavcity.com,0.857,112998
980,gamblersanonymous.org,0.856,17099
981,ncoa.org,0.856,22598
982,pharmacy-x.co.uk,0.856,88194
983,leafhome.com,0.856,122861
984,asha.org,0.855,16573
985,youngminds.org.uk,0.855,41196
986,jax.org,0.855,44227
987,ftroll.com,0.855,104753
988,yeastgenome.org,0.855,112383
989,bdadyslexia.org.uk,0.855,124662
990,junction.com,0.854,94616
991,maybelline.com,0.853,58467
992,sleepnumber.com,0.852,10702
993,medbridge.com,0.852,90520
994,multibriefs.com,0.852,104153
995,authenticpacks.com,0.851,27136
996,kyruus.com,0.851,54967
997,healthsparq.com,0.851,66683
998,prometric-jp.com,0.851,67295
999,childhelp.org,0.851,95071
1000,oxefit.com,0.850,114012
